,Date,SessionTime,DriverAhead,sGapToCarAhead,Time,nEngine,vCar,nGear,rThrottlePedal,pBrakeF1,Source,RelativeDistance,Status,X,Y,Z,sLap,Lap
29408,06:45.8,0 days 01:20:59.517000,10,18.21166667,0 days 00:00:18.167000,11057,218,5,100,FALSE,car,0.30321553,OnTrack,-2085.147627,-897.4321855,819.8904304,994.680942,27
29409,06:46.0,0 days 01:20:59.673000,10,12.015,0 days 00:00:18.323000,11375.825,221.9,5,100,FALSE,pos,0.306147823,OnTrack,-2030,-817,812,1004.296609,27
29410,06:46.0,0 days 01:20:59.677000,10,11.85611111,0 days 00:00:18.327000,11384,222,5,100,TRUE,car,0.306222305,OnTrack,-2028.537242,-814.8841596,811.7909245,1004.543275,27
29411,06:46.2,0 days 01:20:59.917000,10,2.789444444,0 days 00:00:18.567000,10363,212,5,3,TRUE,car,0.310529307,OnTrack,-1938.865439,-687.2982531,799.2581101,1018.676609,27
29412,06:46.3,0 days 01:20:59.993000,10,154.0083333,0 days 00:00:18.643000,10546.16,203.64,5,1.86,TRUE,pos,0.311790815,OnTrack,-1912,-651,796,1022.975675,27
29413,06:46.4,0 days 01:21:00.117000,63,400.7338889,0 days 00:00:18.767000,10845,190,5,0,TRUE,car,0.313746014,OnTrack,-1871.139627,-598.3586231,791.7759909,1029.52012,27
29414,06:46.5,0 days 01:21:00.173000,63,400.5316667,0 days 00:00:18.823000,10895.4,186.2,5,0,TRUE,pos,0.314595845,OnTrack,-1854,-576,790,1032.416564,27
29415,06:46.5,0 days 01:21:00.233000,63,400.315,0 days 00:00:18.883000,10949.4,182.1285714,5,0,TRUE,pos,0.315483755,OnTrack,-1836,-552,788,1035.45204,27
29416,06:46.7,0 days 01:21:00.397000,63,399.7227778,0 days 00:00:19.047000,11097,171,4,0,TRUE,car,0.317799065,OnTrack,-1769.460088,-470.2271455,780.1997525,1043.24204,27
29417,06:46.9,0 days 01:21:00.553000,63,400.1127782,0 days 00:00:19.203000,10727.11276,154.3207346,4,0,TRUE,pos,0.319835428,OnTrack,-1709,-399,773,1049.929272,27
29418,06:46.9,0 days 01:21:00.556000,63,400.1202778,0 days 00:00:19.206000,10720,154,3,0,TRUE,car,0.319871809,OnTrack,-1708.124745,-397.9693071,772.8964177,1050.057606,27
29419,06:47.0,0 days 01:21:00.716000,63,401.7202778,0 days 00:00:19.366000,11462,132,2,0,TRUE,car,0.321659621,OnTrack,-1677.154121,-361.530016,769.2780765,1055.924272,27
29420,06:47.2,0 days 01:21:00.916000,63,405.3869444,0 days 00:00:19.566000,10494,118,2,0,TRUE,car,0.323657366,OnTrack,-1654.926035,-337.0971671,767.2402227,1062.479828,27
29421,06:47.2,0 days 01:21:00.933000,63,405.8638943,0 days 00:00:19.583000,10523.79284,117.2349914,2,0,TRUE,pos,0.323816299,OnTrack,-1652,-334,767,1063.033437,27
29422,06:47.5,0 days 01:21:01.173000,63,412.5972276,0 days 00:00:19.823000,10944.39284,106.4349914,2,0,TRUE,pos,0.325884302,OnTrack,-1599,-279,762,1070.129104,27
29423,06:47.6,0 days 01:21:01.316000,63,416.6091667,0 days 00:00:19.966000,11195,100,1,0,TRUE,car,0.327043373,OnTrack,-1571.087996,-251.6107548,756.8624038,1074.101326,27
29424,06:47.7,0 days 01:21:01.373000,63,418.4933397,0 days 00:00:20.023000,11013.49001,98.7531208,1,0,TRUE,pos,0.327500952,OnTrack,-1557,-241,755,1075.664917,27
29425,06:47.9,0 days 01:21:01.613000,63,426.426673,0 days 00:00:20.263000,10249.24001,93.5031208,1,0,TRUE,pos,0.329387458,OnTrack,-1475,-199,750,1081.898458,27
29426,06:47.9,0 days 01:21:01.636000,63,427.1869444,0 days 00:00:20.286000,10176,93,1,0,TRUE,car,0.329562563,OnTrack,-1468.074529,-196.7926845,749.5846212,1082.492625,27
29427,06:48.3,0 days 01:21:01.956000,63,439.2758333,0 days 00:00:20.606000,9316,86,1,0,TRUE,car,0.331892136,OnTrack,-1402.170467,-201.8145013,743.6904208,1090.137069,27
29428,06:48.3,0 days 01:21:01.993000,63,440.817508,0 days 00:00:20.643000,9265.785454,85.33928229,1,0,TRUE,pos,0.332151085,OnTrack,-1396,-204,743,1091.014168,27
29429,06:48.5,0 days 01:21:02.236000,63,450.9425,0 days 00:00:20.886000,8936,81,1,0,FALSE,car,0.333812002,OnTrack,-1357.77884,-220.4036021,738.4346938,1096.481668,27
29430,06:48.7,0 days 01:21:02.433000,63,459.8622309,0 days 00:00:21.083000,8682.138389,79.65681687,1,3.134093964,FALSE,pos,0.335131473,OnTrack,-1327,-239,735,1100.840666,27
29431,06:49.0,0 days 01:21:02.674000,63,470.7741725,0 days 00:00:21.324000,8371.577108,78.01363549,1,6.968183855,FALSE,pos,0.336704405,OnTrack,-1287,-274,731,1106.063245,27
29432,06:49.0,0 days 01:21:02.676000,63,470.8647222,0 days 00:00:21.326000,8369,78,1,7,FALSE,car,0.336717196,OnTrack,-1286.661129,-274.4096442,730.9587886,1106.106578,27
29433,06:49.1,0 days 01:21:02.836000,63,478.4202778,0 days 00:00:21.486000,9026,75,1,18,FALSE,car,0.337732999,OnTrack,-1260.449966,-312.0767452,727.3460313,1109.439912,27
29434,06:49.2,0 days 01:21:02.854000,63,479.2802839,0 days 00:00:21.504000,9053.810198,75.18000128,1,19.17000832,FALSE,pos,0.337848058,OnTrack,-1258,-316,727,1109.815812,27
29435,06:49.3,0 days 01:21:03.036000,63,487.9758333,0 days 00:00:21.686000,9335,77,1,31,FALSE,car,0.339036611,OnTrack,-1241.162044,-346.7202111,724.7691075,1113.708589,27
29436,06:49.6,0 days 01:21:03.276000,63,499.2425,0 days 00:00:21.926000,10256,83,1,45,FALSE,car,0.340722843,OnTrack,-1228.357199,-389.8484308,722.3531234,1119.241923,27
29437,06:49.6,0 days 01:21:03.294000,63,500.0775059,0 days 00:00:21.944000,10308.87538,83.562504,1,45.3375024,FALSE,pos,0.340854462,OnTrack,-1227,-395,722,1119.659735,27
29438,06:49.7,0 days 01:21:03.436000,63,506.6647222,0 days 00:00:22.086000,10726,88,1,48,FALSE,car,0.341914718,OnTrack,-1214.561491,-443.8015049,718.4422291,1123.130846,27
29439,06:49.8,0 days 01:21:03.494000,63,509.3713949,0 days 00:00:22.144000,10881.51284,89.0875024,1,51.625008,FALSE,pos,0.342356742,OnTrack,-1210,-462,717,1124.566145,27
29440,06:49.9,0 days 01:21:03.596000,63,514.1313889,0 days 00:00:22.246000,11155,91,1,58,FALSE,car,0.343147225,OnTrack,-1203.927353,-486.4369032,714.8310218,1127.144478,27
29441,06:50.1,0 days 01:21:03.796000,63,523.2980556,0 days 00:00:22.446000,12332,96,1,67,FALSE,car,0.344772508,OnTrack,-1195.023044,-521.2500606,711.3192548,1132.477812,27
29442,06:50.1,0 days 01:21:03.813000,63,524.0063969,0 days 00:00:22.463000,12287.05574,96.9562608,1,67.4250048,FALSE,pos,0.344919654,OnTrack,-1194,-525,711,1132.935661,27
29443,06:50.4,0 days 01:21:04.113000,63,536.5063969,0 days 00:00:22.763000,11493.93074,113.8312608,1,74.9250048,FALSE,pos,0.347827796,OnTrack,-1169,-611,704,1142.421599,27
29444,06:50.4,0 days 01:21:04.116000,63,536.6313889,0 days 00:00:22.766000,11486,114,1,75,FALSE,car,0.347860547,OnTrack,-1168.713167,-611.9269359,703.9042226,1142.516599,27
29445,06:50.5,0 days 01:21:04.173000,63,538.6105622,0 days 00:00:22.823000,11620.37795,118.1325139,1,76.4250048,FALSE,pos,0.348497809,OnTrack,-1163,-630,702,1144.387031,27
29446,06:50.8,0 days 01:21:04.493000,63,549.7216733,0 days 00:00:23.143000,12374.77795,141.3325139,1,84.4250048,FALSE,pos,0.352422827,OnTrack,-1113,-767,692,1156.949921,27
29447,06:50.8,0 days 01:21:04.516000,63,550.5202778,0 days 00:00:23.166000,12429,143,2,85,FALSE,car,0.352702538,OnTrack,-1109.563626,-775.6871697,691.3892863,1157.863532,27
29448,06:51.0,0 days 01:21:04.676000,63,556.0758333,0 days 00:00:23.326000,13040,143,2,83,TRUE,car,0.354639334,OnTrack,-1088.400128,-826.1792761,687.623383,1164.219087,27
29449,06:51.2,0 days 01:21:04.876000,63,562.7980556,0 days 00:00:23.526000,11967,150,2,0,TRUE,car,0.35717884,OnTrack,-1061.316144,-880.4408349,683.0196214,1172.552421,27
29450,06:51.2,0 days 01:21:04.913000,63,564.3088967,0 days 00:00:23.563000,11722.64457,146.2999808,2,0,TRUE,pos,0.357613876,OnTrack,-1055,-892,682,1174.056059,27
29451,06:51.4,0 days 01:21:05.116000,63,572.5980556,0 days 00:00:23.766000,10382,126,2,0,TRUE,car,0.359738661,OnTrack,-1017.331237,-957.1188551,676.2869579,1181.161059,27
29452,06:51.4,0 days 01:21:05.133000,63,573.410287,0 days 00:00:23.783000,10262.99866,124.6035557,2,0,TRUE,pos,0.359900553,OnTrack,-1015,-961,676,1181.749465,27
29453,06:51.7,0 days 01:21:05.353000,63,583.9213981,0 days 00:00:24.003000,8722.998656,106.5321271,2,0,TRUE,pos,0.361820614,OnTrack,-998,-987,675,1188.259762,27
29454,06:51.7,0 days 01:21:05.396000,63,585.9758333,0 days 00:00:24.046000,8422,103,2,0,TRUE,car,0.362179973,OnTrack,-994.643644,-991.7122691,674.6986072,1189.49004,27
29455,06:51.9,0 days 01:21:05.596000,63,596.0869444,0 days 00:00:24.246000,8042,95,2,0,TRUE,car,0.363788326,OnTrack,-974.3406266,-1019.574505,671.8651157,1194.767817,27
29456,06:52.0,0 days 01:21:05.733000,63,603.812233,0 days 00:00:24.383000,8100.795916,84.15415147,2,0,TRUE,pos,0.364714407,OnTrack,-957,-1041,670,1197.97035,27
29457,06:52.1,0 days 01:21:05.836000,63,609.6202778,0 days 00:00:24.486000,8145,76,1,0,TRUE,car,0.365332346,OnTrack,-942.4081681,-1057.44649,669.0344802,1200.144795,27
29458,06:52.2,0 days 01:21:05.933000,63,615.4672298,0 days 00:00:24.583000,7924.074447,71.5124497,1,0,TRUE,pos,0.365871412,OnTrack,-928,-1072,668,1202.071658,27
29459,06:52.4,0 days 01:21:06.113000,63,626.3172224,0 days 00:00:24.763000,7514.110314,63.18505325,1,0,TRUE,pos,0.366809879,OnTrack,-901,-1094,665,1205.230911,27
29460,06:52.4,0 days 01:21:06.117000,63,626.5583333,0 days 00:00:24.767000,7505,63,1,0,TRUE,car,0.366830908,OnTrack,-900.4017882,-1094.431658,664.9376879,1205.300911,27
29461,06:52.7,0 days 01:21:06.353000,63,641.0461111,0 days 00:00:25.003000,6752.0125,62.2625,1,0,TRUE,pos,0.368083726,OnTrack,-865,-1116,662,1209.382563,27
29462,06:52.7,0 days 01:21:06.437000,63,646.2027778,0 days 00:00:25.087000,6484,62,1,0,TRUE,car,0.368510367,OnTrack,-851.8981638,-1121.800537,661.0498757,1210.82923,27
29463,06:52.8,0 days 01:21:06.533000,63,652.3627778,0 days 00:00:25.183000,6285.333333,59.86666667,1,0,TRUE,pos,0.368975807,OnTrack,-837,-1127,660,1212.425675,27
29464,06:53.1,0 days 01:21:06.753000,63,666.4794444,0 days 00:00:25.403000,5830.055556,54.97777778,1,0,TRUE,pos,0.369965899,OnTrack,-805,-1132,658,1215.785428,27
29465,06:53.1,0 days 01:21:06.797000,63,669.3027778,0 days 00:00:25.447000,5739,54,1,0,TRUE,car,0.370155967,OnTrack,-798.7312133,-1131.743194,657.7524281,1216.445428,27
29466,06:53.3,0 days 01:21:07.013000,63,683.5227778,0 days 00:00:25.663000,5197.457143,50.14285714,1,0,TRUE,pos,0.371057136,OnTrack,-770,-1125,657,1219.453999,27
29467,06:53.4,0 days 01:21:07.077000,63,687.7361111,0 days 00:00:25.727000,5037,49,1,0,FALSE,car,0.371317368,OnTrack,-763.227166,-1121.716446,656.6728497,1220.32511,27
29468,06:53.5,0 days 01:21:07.193000,63,695.4050053,0 days 00:00:25.843000,4920.168378,48.16845821,1,0.415770895,FALSE,pos,0.371783374,OnTrack,-752,-1111,656,1221.877205,27
29469,06:53.7,0 days 01:21:07.356000,63,706.1811111,0 days 00:00:26.006000,4756,47,1,1,FALSE,car,0.372427386,OnTrack,-735.5420519,-1078.134376,655.1937013,1224.005261,27
29470,06:53.7,0 days 01:21:07.393000,63,708.5758458,0 days 00:00:26.043000,4742.433263,46.84583253,1,1.616669867,FALSE,pos,0.372572138,OnTrack,-733,-1072,655,1224.486732,27
29471,06:53.9,0 days 01:21:07.596000,63,721.7144444,0 days 00:00:26.246000,4668,46,1,5,FALSE,car,0.373361924,OnTrack,-730.2981252,-1058.424976,653.7104999,1227.08062,27
29472,06:54.0,0 days 01:21:07.673000,63,726.0563997,0 days 00:00:26.323000,4740.38018,46,1,5.38500096,FALSE,pos,0.373663915,OnTrack,-731,-1053,653,1228.064509,27
29473,06:54.1,0 days 01:21:07.796000,63,732.9922222,0 days 00:00:26.446000,4856,46,1,6,FALSE,car,0.374140705,OnTrack,-731.8723581,-1037.79223,651.528361,1229.636176,27
29474,06:54.2,0 days 01:21:07.893000,63,738.1386213,0 days 00:00:26.543000,5033.631602,44.7874976,1,7.2125024,FALSE,pos,0.374500814,OnTrack,-733,-1024,650,1230.84295,27
29475,06:54.3,0 days 01:21:07.956000,63,741.4811111,0 days 00:00:26.606000,5149,44,1,8,FALSE,car,0.374736643,OnTrack,-734.1936607,-1015.691854,648.8043352,1231.61295,27
29476,06:54.5,0 days 01:21:08.196000,63,751.5477778,0 days 00:00:26.846000,5559,47,1,9,FALSE,car,0.375691497,OnTrack,-741.6085644,-986.7501527,644.2229391,1234.746284,27
29477,06:54.5,0 days 01:21:08.233000,63,752.8427845,0 days 00:00:26.883000,5659.640522,47.55500288,1,9.18500096,FALSE,pos,0.375843526,OnTrack,-743,-982,644,1235.235043,27
29478,06:54.7,0 days 01:21:08.353000,63,757.0427845,0 days 00:00:27.003000,5986.040522,49.35500288,1,9.78500096,FALSE,pos,0.376347572,OnTrack,-748,-966,644,1236.88021,27
29479,06:54.7,0 days 01:21:08.396000,63,758.5477778,0 days 00:00:27.046000,6103,50,1,10,FALSE,car,0.376537999,OnTrack,-750.1131329,-960.4089344,643.7467279,1237.477432,27
29480,06:54.8,0 days 01:21:08.533000,63,761.5541709,0 days 00:00:27.183000,6467.763011,53.08250432,1,16.16500864,FALSE,pos,0.377185772,OnTrack,-758,-943,642,1239.497517,27
29481,06:55.1,0 days 01:21:08.796000,63,767.3255556,0 days 00:00:27.446000,7168,59,1,28,FALSE,car,0.378535743,OnTrack,-777.5445154,-907.3328673,638.5404169,1243.807794,27
29482,06:55.1,0 days 01:21:08.833000,63,768.0244481,0 days 00:00:27.483000,7302.356947,59.6937536,1,28.9250048,FALSE,pos,0.378726033,OnTrack,-781,-902,638,1244.421313,27
29483,06:55.3,0 days 01:21:08.956000,63,770.3477778,0 days 00:00:27.606000,7749,62,1,32,FALSE,car,0.379375473,OnTrack,-793.8862099,-883.7368422,636.0644293,1246.539647,27
29484,06:55.3,0 days 01:21:09.033000,63,771.2247244,0 days 00:00:27.683000,8060.850778,65.52917547,1,36.17084373,FALSE,pos,0.379821064,OnTrack,-802,-873,635,1247.941243,27
29485,06:55.5,0 days 01:21:09.196000,63,773.0811111,0 days 00:00:27.846000,8721,73,1,45,FALSE,car,0.380858544,OnTrack,-819.8514987,-851.2095606,633.037437,1251.246521,27
29486,06:55.5,0 days 01:21:09.234000,63,773.239445,0 days 00:00:27.884000,8948.430766,74.33000448,1,45.4750016,FALSE,pos,0.381114795,OnTrack,-827,-843,632,1252.031115,27
29487,06:55.7,0 days 01:21:09.434000,63,774.0727783,0 days 00:00:28.084000,10145.43077,81.33000448,1,47.9750016,FALSE,pos,0.382550051,OnTrack,-882,-782,623,1256.549449,27
29488,06:55.9,0 days 01:21:09.596000,63,774.7477778,0 days 00:00:28.246000,11115,87,1,50,FALSE,car,0.383804371,OnTrack,-910.2391092,-755.0455172,619.1967596,1260.464449,27
29489,06:56.0,0 days 01:21:09.654000,63,774.667222,0 days 00:00:28.304000,11098.32496,88.4500032,1,43.95832,FALSE,pos,0.384271481,OnTrack,-922,-743,618,1261.889477,27
29490,06:56.2,0 days 01:21:09.894000,63,774.3338887,0 days 00:00:28.544000,11029.32496,94.4500032,1,18.95832,FALSE,pos,0.386297854,OnTrack,-987,-668,612,1268.186144,27
29491,06:56.4,0 days 01:21:10.076000,63,774.0811111,0 days 00:00:28.726000,10977,99,1,0,FALSE,car,0.387826948,OnTrack,-1003.414178,-644.0145924,609.8585812,1273.191144,27
29492,06:56.5,0 days 01:21:10.174000,63,773.8088885,0 days 00:00:28.824000,10806.72478,97.36666453,1,0,FALSE,pos,0.388627442,OnTrack,-1008,-631,609,1275.841681,27
29493,06:56.6,0 days 01:21:10.316000,63,773.4144444,0 days 00:00:28.966000,10560,95,1,0,TRUE,car,0.389756972,OnTrack,-1018.62732,-598.6170901,607.4391968,1279.588903,27
29494,06:56.8,0 days 01:21:10.453000,63,772.9958327,0 days 00:00:29.103000,10191.38386,92.4312464,1,0,TRUE,pos,0.390809719,OnTrack,-1028,-563,606,1283.106425,27
29495,06:56.9,0 days 01:21:10.636000,63,772.4366667,0 days 00:00:29.286000,9699,89,1,0,TRUE,car,0.392167809,OnTrack,-1030.126069,-521.9577374,604.3626339,1287.630592,27
29496,06:57.0,0 days 01:21:10.693000,63,772.1991659,0 days 00:00:29.343000,9630.314769,87.85999616,1,0,TRUE,pos,0.392582131,OnTrack,-1026,-505,603,1289.021708,27
29497,06:57.1,0 days 01:21:10.836000,63,771.6033333,0 days 00:00:29.486000,9458,85,1,0,FALSE,car,0.393606862,OnTrack,-1005.026091,-450.8063581,597.2824421,1292.398097,27
29498,06:57.2,0 days 01:21:10.873000,63,771.4594437,0 days 00:00:29.523000,9417.916459,84.69166507,1,0.770837333,FALSE,pos,0.393869871,OnTrack,-1000,-439,596,1293.268539,27
29499,06:57.4,0 days 01:21:11.076000,63,770.67,0 days 00:00:29.726000,9198,83,1,5,FALSE,car,0.395293094,OnTrack,-986.6184761,-409.7499179,593.2744867,1297.948817,27
29500,06:57.6,0 days 01:21:11.273000,63,770.068055,0 days 00:00:29.923000,9427.012723,81.35833173,1,14.8500096,FALSE,pos,0.396636898,OnTrack,-959,-389,591,1302.400926,27
29501,06:57.6,0 days 01:21:11.316000,63,769.9366667,0 days 00:00:29.966000,9477,81,1,17,FALSE,car,0.396938694,OnTrack,-946.2740557,-379.1336175,589.7123845,1303.368426,27
29502,06:57.8,0 days 01:21:11.453000,63,769.4419438,0 days 00:00:30.103000,9709.900326,83.74000384,1,27.61751488,FALSE,pos,0.397936572,OnTrack,-901,-344,585,1306.555198,27
29503,06:58.0,0 days 01:21:11.716000,63,768.4922222,0 days 00:00:30.366000,10157,89,1,48,FALSE,car,0.39995224,OnTrack,-872.7897358,-325.4698184,582.1564791,1313.057143,27
29504,06:58.1,0 days 01:21:11.773000,63,768.4288887,0 days 00:00:30.423000,10494.92971,89.81428846,1,50.8500096,FALSE,pos,0.400392089,OnTrack,-864,-321,581,1314.479202,27
29505,06:58.3,0 days 01:21:11.993000,63,768.1844442,0 days 00:00:30.643000,11799.21542,92.9571456,1,61.8500096,FALSE,pos,0.402131647,OnTrack,-802,-289,573,1320.159917,27
29506,06:58.3,0 days 01:21:11.996000,63,768.1811111,0 days 00:00:30.646000,11817,93,1,62,FALSE,car,0.402156531,OnTrack,-800.9865487,-288.5070946,572.8897223,1320.237417,27
29507,06:58.5,0 days 01:21:12.236000,63,767.7144444,0 days 00:00:30.886000,11677,105,1,73,FALSE,car,0.404289716,OnTrack,-711.7880008,-248.6898924,565.3913064,1327.237417,27
29508,06:58.6,0 days 01:21:12.333000,63,767.256388,0 days 00:00:30.983000,11359.32437,112.2750144,1,75.82917227,FALSE,pos,0.405264386,OnTrack,-675,-234,563,1330.262605,27
29509,06:58.8,0 days 01:21:12.476000,63,766.5811111,0 days 00:00:31.126000,10891,123,2,80,FALSE,car,0.406788589,OnTrack,-622.4410467,-214.8551577,560.079741,1335.148438,27
29510,06:58.9,0 days 01:21:12.637000,63,766.1338889,0 days 00:00:31.287000,10648,127,2,30,TRUE,car,0.408519432,OnTrack,-566.9955623,-197.0800413,557.6364511,1340.82816,27
29511,06:59.1,0 days 01:21:12.793000,63,767.0872222,0 days 00:00:31.443000,10628.5,119.2,2,15.375,TRUE,pos,0.410041777,OnTrack,-526,-185,556,1345.993494,27
29512,06:59.3,0 days 01:21:12.957000,63,768.0894444,0 days 00:00:31.607000,10608,111,2,0,TRUE,car,0.411526206,OnTrack,-498.1905433,-178.0163264,555.0222786,1351.05016,27
29513,06:59.4,0 days 01:21:13.093000,63,769.5627778,0 days 00:00:31.743000,11179.2,106.24,2,0,TRUE,pos,0.412730866,OnTrack,-473,-174,554,1355.063671,27
29514,06:59.5,0 days 01:21:13.157000,63,770.2561111,0 days 00:00:31.807000,11448,104,1,0,TRUE,car,0.41328693,OnTrack,-456.7468165,-171.9563961,553.2425808,1356.91256,27
29515,06:59.6,0 days 01:21:13.313000,63,772.5527778,0 days 00:00:31.963000,11174.025,100.1,1,0,TRUE,pos,0.41460815,OnTrack,-411,-168,551,1361.250227,27
29516,06:59.6,0 days 01:21:13.317000,63,772.6116667,0 days 00:00:31.967000,11167,100,1,0,TRUE,car,0.414641333,OnTrack,-409.8812802,-167.9604212,550.9453614,1361.361338,27
29517,06:59.8,0 days 01:21:13.473000,63,775.6016667,0 days 00:00:32.123000,10804.3,96.1,1,0,TRUE,pos,0.415905853,OnTrack,-369,-170,549,1365.525671,27
29518,06:59.8,0 days 01:21:13.517000,63,776.445,0 days 00:00:32.167000,10702,95,1,0,TRUE,car,0.416249687,OnTrack,-358.1631813,-172.5443161,548.5271788,1366.686782,27
29519,07:00.5,0 days 01:21:14.236000,63,799.4130556,0 days 00:00:32.886000,9309,82,1,3,FALSE,car,0.421240493,OnTrack,-225.8439598,-312.0874039,545.1129295,1383.064005,27
29520,07:00.7,0 days 01:21:14.353000,63,803.3780621,0 days 00:00:33.003000,9425.415191,82,1,10.02001152,FALSE,pos,0.422047984,OnTrack,-216,-332,545,1385.729005,27
29521,07:00.7,0 days 01:21:14.436000,63,806.1908333,0 days 00:00:33.086000,9508,82,1,15,FALSE,car,0.422628756,OnTrack,-211.2992515,-344.0174037,544.968705,1387.61956,27
29522,07:01.0,0 days 01:21:14.653000,63,814.0872292,0 days 00:00:33.303000,9896.275344,84.32500206,1,35.15001783,FALSE,pos,0.424182851,OnTrack,-204,-376,545,1392.702484,27
29523,07:01.0,0 days 01:21:14.716000,63,816.3797222,0 days 00:00:33.366000,10009,85,1,41,FALSE,car,0.42464343,OnTrack,-201.4306039,-389.4577571,545.0040866,1394.189984,27
29524,07:01.2,0 days 01:21:14.876000,63,822.2019444,0 days 00:00:33.526000,10364,88,1,53,FALSE,car,0.425835305,OnTrack,-194.3376431,-429.4561508,545.0007161,1398.101095,27
29525,07:01.2,0 days 01:21:14.913000,63,823.568896,0 days 00:00:33.563000,10511.30701,88.9250048,1,53.9250048,FALSE,pos,0.426117885,OnTrack,-193,-438,545,1399.015047,27
29526,07:01.3,0 days 01:21:15.036000,63,828.1130556,0 days 00:00:33.686000,11001,92,1,57,FALSE,car,0.427081356,OnTrack,-189.6319202,-463.3123073,544.9995855,1402.15838,27
29527,07:01.5,0 days 01:21:15.213000,63,834.5538959,0 days 00:00:33.863000,11970.81355,97.1625056,1,65.1125088,FALSE,pos,0.428548552,OnTrack,-187,-501,545,1406.935536,27
29528,07:01.6,0 days 01:21:15.276000,63,836.8463889,0 days 00:00:33.926000,12316,99,1,68,FALSE,car,0.429092644,OnTrack,-186.432344,-518.3782772,544.9988292,1408.668036,27
29529,07:01.6,0 days 01:21:15.333000,63,838.8888958,0 days 00:00:33.983000,12116.49933,101.4937584,1,68.3562512,FALSE,pos,0.429594434,OnTrack,-186,-535,545,1410.275021,27
29530,07:01.7,0 days 01:21:15.436000,63,842.5797222,0 days 00:00:34.086000,11756,106,1,69,FALSE,car,0.430528311,OnTrack,-185.2348977,-565.1302431,545.0136994,1413.307799,27
29531,07:01.8,0 days 01:21:15.533000,63,845.0316715,0 days 00:00:34.183000,11711.00269,110.0416747,1,77.35279431,FALSE,pos,0.431447227,OnTrack,-185,-596,545,1416.27281,27
29532,07:02.1,0 days 01:21:15.796000,63,851.6797222,0 days 00:00:34.446000,11589,121,2,100,FALSE,car,0.434215673,OnTrack,-188.5864995,-697.2257652,544.946623,1425.112533,27
29533,07:02.1,0 days 01:21:15.814000,63,851.8747236,0 days 00:00:34.464000,11553.731,122.687512,2,100,FALSE,pos,0.434427252,OnTrack,-189,-704,545,1425.72597,27
29534,07:02.4,0 days 01:21:16.116000,63,855.1463889,0 days 00:00:34.766000,10962,151,2,100,FALSE,car,0.43830597,OnTrack,-198.6775384,-808.0953727,546.6745238,1438.393192,27
29535,07:02.5,0 days 01:21:16.234000,63,856.1625011,0 days 00:00:34.884000,11203.90026,155.4250048,2,100,FALSE,pos,0.4398645,OnTrack,-204,-854,545,1443.487679,27
29536,07:02.6,0 days 01:21:16.274000,63,856.5069455,0 days 00:00:34.924000,11285.90026,156.9250048,2,100,FALSE,pos,0.440405108,OnTrack,-206,-871,544,1445.23129,27
29537,07:02.6,0 days 01:21:16.276000,63,856.5241667,0 days 00:00:34.926000,11290,157,3,100,FALSE,car,0.440432383,OnTrack,-206.1009182,-871.8656008,543.9558179,1445.318512,27
29538,07:02.8,0 days 01:21:16.474000,63,857.2941672,0 days 00:00:35.124000,11486.02013,167.890007,3,100,FALSE,pos,0.443247081,OnTrack,-216,-961,543,1454.552463,27
29539,07:02.8,0 days 01:21:16.476000,63,857.3019444,0 days 00:00:35.126000,11488,168,3,100,FALSE,car,0.443276629,OnTrack,-216.0938228,-961.8665372,543.0010311,1454.645796,27
29540,07:03.1,0 days 01:21:16.756000,63,856.8352778,0 days 00:00:35.406000,10881,183,4,100,FALSE,car,0.447614105,OnTrack,-229.0929624,-1083.357066,543.0137981,1468.879129,27
29541,07:03.1,0 days 01:21:16.834000,63,856.4236104,0 days 00:00:35.484000,11080.1789,186.6214345,4,100,FALSE,pos,0.448879919,OnTrack,-235,-1137,543,1472.922594,27
29542,07:03.3,0 days 01:21:17.033000,63,855.3733323,0 days 00:00:35.683000,11588.33978,195.8607232,4,100,FALSE,pos,0.452208533,OnTrack,-254,-1307,543,1483.749339,27
