,Date,SessionTime,DriverAhead,sGapToCarAhead,Time,nEngine,vCar,nGear,rThrottlePedal,pBrakeF1,Source,RelativeDistance,Status,X,Y,Z,sLap,Lap
29678,07:21.3,0 days 01:21:35.033000,63,610.5505552,0 days 00:00:53.683000,10465.17524,233.185001,6,71.55500288,FALSE,pos,0.754402461,OnTrack,-7142,-6381,481,2473.893254,27
29679,07:21.5,0 days 01:21:35.196000,63,610.2788889,0 days 00:00:53.846000,10673,234,6,74,FALSE,car,0.757632294,OnTrack,-7095.99354,-6429.656551,480.3672071,2484.488254,27
29680,07:21.7,0 days 01:21:35.373000,63,610.2297222,0 days 00:00:54.023000,10625.4312,235.6593768,6,88.3812656,FALSE,pos,0.761170727,OnTrack,-7034,-6497,480,2496.07484,27
29681,07:21.8,0 days 01:21:35.516000,63,610.19,0 days 00:00:54.166000,10587,237,6,100,FALSE,car,0.764052164,OnTrack,-6960.382784,-6648.060573,480.0122559,2505.489007,27
29682,07:21.9,0 days 01:21:35.554000,63,610.1794444,0 days 00:00:54.204000,10643.52519,237.7125024,6,98.3374944,FALSE,pos,0.764820932,OnTrack,-6943,-6688,480,2507.998195,27
29683,07:22.0,0 days 01:21:35.676000,63,610.1455556,0 days 00:00:54.326000,10825,240,6,93,FALSE,car,0.767302731,OnTrack,-6901.622048,-6794.394137,479.8273425,2516.131528,27
29684,07:22.2,0 days 01:21:35.916000,63,610.1455556,0 days 00:00:54.566000,10937,245,6,98,FALSE,car,0.772280162,OnTrack,-6869.36517,-6926.844623,479.1352633,2532.464861,27
29685,07:22.3,0 days 01:21:35.994000,63,610.1672223,0 days 00:00:54.644000,10954.16003,246.1700019,6,98.78000128,FALSE,pos,0.773916726,OnTrack,-6861,-6964,479,2537.798545,27
29686,07:22.4,0 days 01:21:36.116000,63,610.2011111,0 days 00:00:54.766000,10981,248,6,100,FALSE,car,0.776478811,OnTrack,-6847.703338,-7019.413779,478.9133223,2546.202989,27
29687,07:22.7,0 days 01:21:36.354000,63,611.3250006,0 days 00:00:55.004000,10629.20606,240.562496,6,25.62496,FALSE,pos,0.781375964,OnTrack,-6822,-7126,479,2562.106843,27
29688,07:22.7,0 days 01:21:36.436000,63,611.7122222,0 days 00:00:55.086000,10508,238,6,0,TRUE,car,0.782925769,OnTrack,-6813.676459,-7165.986297,479.0226869,2567.527954,27
29689,07:23.6,0 days 01:21:37.253000,63,637.130006,0 days 00:00:55.903000,10599.06148,167.3635251,6,0,TRUE,pos,0.793814376,OnTrack,-6753,-7606,479,2605.510176,27
29690,07:23.7,0 days 01:21:37.396000,63,641.5788889,0 days 00:00:56.046000,10615,155,3,0,TRUE,car,0.795521717,OnTrack,-6748.851369,-7669.311313,478.9998317,2611.667121,27
29691,07:23.7,0 days 01:21:37.433000,63,642.8738956,0 days 00:00:56.083000,10676.97532,153.9824947,3,0,TRUE,pos,0.795970706,OnTrack,-6748,-7685,479,2613.249719,27
29692,07:24.0,0 days 01:21:37.693000,63,651.9738956,0 days 00:00:56.343000,11112.47532,146.8324947,3,0,TRUE,pos,0.799177639,OnTrack,-6745,-7790,479,2623.854288,27
29693,07:24.1,0 days 01:21:37.796000,63,655.5788889,0 days 00:00:56.446000,11285,144,3,0,FALSE,car,0.800397568,OnTrack,-6746.735194,-7830.577886,478.9999878,2627.974288,27
29694,07:24.2,0 days 01:21:37.913000,63,659.8363959,0 days 00:00:56.563000,11296.21252,138.1499904,3,4.3875072,FALSE,pos,0.80172398,OnTrack,-6752,-7874,479,2632.464162,27
29695,07:24.3,0 days 01:21:38.036000,63,664.3122222,0 days 00:00:56.686000,11308,132,2,9,FALSE,car,0.803079286,OnTrack,-6762.634851,-7913.680467,478.9999467,2636.974162,27
29696,07:24.4,0 days 01:21:38.113000,63,666.8147285,0 days 00:00:56.763000,11153.99962,131.2781232,2,6.8343696,FALSE,pos,0.803923158,OnTrack,-6773,-7936,479,2639.782056,27
29697,07:24.6,0 days 01:21:38.273000,63,672.0147285,0 days 00:00:56.923000,10833.99962,129.7781232,2,2.3343696,FALSE,pos,0.805667827,OnTrack,-6805,-7977,479,2645.549972,27
29698,07:24.7,0 days 01:21:38.356000,63,674.7122222,0 days 00:00:57.006000,10668,129,2,0,TRUE,car,0.806573646,OnTrack,-6826.14787,-7994.968935,478.9988165,2648.524139,27
29699,07:24.9,0 days 01:21:38.556000,63,680.7122222,0 days 00:00:57.206000,10867,128,2,12,FALSE,car,0.80874069,OnTrack,-6878.709806,-8048.523162,478.9978079,2655.63525,27
29700,07:24.9,0 days 01:21:38.593000,63,681.7708388,0 days 00:00:57.243000,10848.4999,126.6124928,2,15.9312704,FALSE,pos,0.809127407,OnTrack,-6885,-8067,479,2656.936545,27
29701,07:25.0,0 days 01:21:38.716000,63,685.29,0 days 00:00:57.366000,10787,122,2,29,FALSE,car,0.810393062,OnTrack,-6897.042266,-8146.873038,479.0079365,2661.104878,27
29702,07:25.1,0 days 01:21:38.753000,63,686.1533372,0 days 00:00:57.403000,10776.59782,122.3950196,2,31.37011744,FALSE,pos,0.810779103,OnTrack,-6899,-8169,479,2662.362827,27
29703,07:25.3,0 days 01:21:38.997000,63,691.8466667,0 days 00:00:57.647000,10708,125,2,47,FALSE,car,0.8133664,OnTrack,-6899.135252,-8244.626229,478.7598222,2670.835049,27
29704,07:25.5,0 days 01:21:39.197000,63,695.8466667,0 days 00:00:57.847000,11441,124,2,68,FALSE,car,0.815465725,OnTrack,-6888.364367,-8279.406315,478.1627981,2677.723938,27
29705,07:25.5,0 days 01:21:39.233000,63,696.3166667,0 days 00:00:57.883000,11544.8,125.65,2,68.75,FALSE,pos,0.815861813,OnTrack,-6886,-8290,478,2678.980438,27
29706,07:25.7,0 days 01:21:39.413000,63,698.6666667,0 days 00:00:58.063000,12063.8,133.9,2,72.5,FALSE,pos,0.817929889,OnTrack,-6873,-8356,477,2685.675438,27
29707,07:25.7,0 days 01:21:39.437000,63,698.98,0 days 00:00:58.087000,12133,135,2,73,FALSE,car,0.818208391,OnTrack,-6871.383936,-8364.094229,476.8664442,2686.575438,27
29708,07:25.9,0 days 01:21:39.633000,63,700.5588889,0 days 00:00:58.283000,11707.68,138.92,2,83.78,FALSE,pos,0.820512696,OnTrack,-6852,-8439,476,2694.13886,27
29709,07:25.9,0 days 01:21:39.637000,63,700.5911111,0 days 00:00:58.287000,11699,139,2,84,FALSE,car,0.820561666,OnTrack,-6851.204632,-8441.499124,475.9916465,2694.293305,27
29710,07:26.1,0 days 01:21:39.793000,63,700.5911111,0 days 00:00:58.443000,11598.25,148.75,2,94.4,FALSE,pos,0.822552853,OnTrack,-6811,-8560,476,2700.739138,27
29711,07:26.2,0 days 01:21:39.877000,63,700.5911111,0 days 00:00:58.527000,11544,154,3,100,FALSE,car,0.823690337,OnTrack,-6793.904056,-8607.021902,476.2479287,2704.332472,27
29712,07:26.5,0 days 01:21:40.197000,63,696.7688889,0 days 00:00:58.847000,12386,174,3,100,FALSE,car,0.828403659,OnTrack,-6759.060611,-8679.741164,477.914222,2719.799138,27
29713,07:26.5,0 days 01:21:40.233000,63,696.0888889,0 days 00:00:58.883000,12238.01429,175.8,3,100,FALSE,pos,0.828960924,OnTrack,-6754,-8690,478,2721.557138,27
29714,07:26.8,0 days 01:21:40.473000,63,691.5555556,0 days 00:00:59.123000,11251.44286,187.8,3,100,FALSE,pos,0.832794027,OnTrack,-6697,-8797,478,2734.077138,27
29715,07:26.8,0 days 01:21:40.477000,63,691.48,0 days 00:00:59.127000,11235,188,4,100,FALSE,car,0.832859645,OnTrack,-6695.295147,-8799.696476,477.999074,2734.286027,27
29716,07:27.0,0 days 01:21:40.653000,63,687.08,0 days 00:00:59.303000,11573.8,196.0666667,4,100,FALSE,pos,0.835803473,OnTrack,-6604,-8934,478,2743.871509,27
29717,07:27.0,0 days 01:21:40.717000,63,685.48,0 days 00:00:59.367000,11697,199,4,100,FALSE,car,0.836902538,OnTrack,-6578.395884,-8969.811563,477.9775681,2747.409286,27
29718,07:27.4,0 days 01:21:41.053000,63,675.0266667,0 days 00:00:59.703000,11976.72,205.72,4,46.24,FALSE,pos,0.842829884,OnTrack,-6502,-9054,478,2766.60982,27
29719,07:27.4,0 days 01:21:41.117000,63,673.0355556,0 days 00:00:59.767000,12030,207,4,36,TRUE,car,0.843911573,OnTrack,-6480.388911,-9073.989241,478.1954666,2770.28982,27
29720,07:27.7,0 days 01:21:41.353000,63,666.8733296,0 days 00:01:00.003000,11105.97437,189.2445034,4,9.36675513,TRUE,pos,0.847649951,OnTrack,-6379,-9159,479,2782.695848,27
29721,07:27.7,0 days 01:21:41.393000,63,665.8288846,0 days 00:01:00.043000,10949.35985,186.2350972,4,4.85264583,TRUE,pos,0.848237753,OnTrack,-6361,-9171,479,2784.765127,27
29722,07:27.7,0 days 01:21:41.436000,63,664.7061111,0 days 00:01:00.086000,10781,183,4,0,TRUE,car,0.848853197,OnTrack,-6339.828217,-9184.260651,478.9886312,2786.95096,27
29723,07:28.0,0 days 01:21:41.693000,63,659.7088852,0 days 00:01:00.343000,10546.94625,157.2999808,4,0,TRUE,pos,0.852234291,OnTrack,-6200,-9262,479,2798.180431,27
29724,07:28.0,0 days 01:21:41.716000,63,659.2616667,0 days 00:01:00.366000,10526,155,3,0,TRUE,car,0.852527015,OnTrack,-6191.316531,-9266.678398,479.0379805,2799.170709,27
29725,07:28.2,0 days 01:21:41.876000,63,656.4616667,0 days 00:01:00.526000,11420,146,2,0,TRUE,car,0.854504444,OnTrack,-6153.772604,-9286.610349,479.5059509,2805.659598,27
29726,07:28.3,0 days 01:21:41.994000,63,655.4783323,0 days 00:01:00.644000,11353.03493,134.7899878,2,0,TRUE,pos,0.855740562,OnTrack,-6132,-9298,480,2810.077714,27
29727,07:28.6,0 days 01:21:42.276000,63,653.1283333,0 days 00:01:00.926000,11193,108,2,0,TRUE,car,0.858161332,OnTrack,-6059.737145,-9338.037249,481.4861405,2818.537714,27
29728,07:28.7,0 days 01:21:42.374000,63,652.4477769,0 days 00:01:01.024000,11012.67976,105.0599962,2,0,TRUE,pos,0.859017496,OnTrack,-6030,-9360,482,2821.397681,27
29729,07:28.8,0 days 01:21:42.476000,63,651.7394444,0 days 00:01:01.126000,10825,102,1,0,TRUE,car,0.859888196,OnTrack,-5997.160553,-9388.466267,482.5009462,2824.287681,27
29730,07:28.9,0 days 01:21:42.594000,63,651.2477772,0 days 00:01:01.244000,10129.53675,94.624992,1,0,TRUE,pos,0.860818449,OnTrack,-5964,-9422,483,2827.389278,27
29731,07:28.9,0 days 01:21:42.636000,63,651.0727778,0 days 00:01:01.286000,9882,92,1,0,TRUE,car,0.861134246,OnTrack,-5955.578725,-9432.166659,483.1457924,2828.462611,27
29732,07:29.1,0 days 01:21:42.836000,63,650.795,0 days 00:01:01.486000,9146,84,1,0,TRUE,car,0.86255637,OnTrack,-5937.595684,-9468.925647,483.6642042,2833.129278,27
29733,07:29.2,0 days 01:21:42.934000,63,650.8222223,0 days 00:01:01.584000,8721.659446,81.5499968,1,0,TRUE,pos,0.863221992,OnTrack,-5934,-9484,484,2835.34925,27
29734,07:29.3,0 days 01:21:43.036000,63,650.8505556,0 days 00:01:01.686000,8280,79,1,0,TRUE,car,0.863893843,OnTrack,-5931.374928,-9498.909778,484.4649993,2837.587583,27
29735,07:29.7,0 days 01:21:43.394000,63,652.0438893,0 days 00:01:02.044000,7187.105165,72.0388864,1,0,TRUE,pos,0.866076366,OnTrack,-5931,-9553,486,2844.75145,27
29736,07:29.7,0 days 01:21:43.396000,63,652.0505556,0 days 00:01:02.046000,7181,72,1,0,TRUE,car,0.866087975,OnTrack,-5931.035184,-9553.370327,486.0004219,2844.79145,27
29737,07:29.8,0 days 01:21:43.513000,63,652.6680566,0 days 00:01:02.163000,6992.629691,69.0749952,1,0,TRUE,pos,0.866757549,OnTrack,-5934,-9576,486,2847.036388,27
29738,07:29.9,0 days 01:21:43.596000,63,653.1061111,0 days 00:01:02.246000,6859,67,1,0,FALSE,car,0.867222288,OnTrack,-5937.726105,-9591.435395,486.4427194,2848.58111,27
29739,07:30.0,0 days 01:21:43.673000,63,653.6622236,0 days 00:01:02.323000,6803.559862,65.84499712,1,0.38500096,FALSE,pos,0.867646516,OnTrack,-5942,-9605,487,2849.989461,27
29740,07:30.1,0 days 01:21:43.796000,63,654.5505556,0 days 00:01:02.446000,6715,64,1,1,FALSE,car,0.86830581,OnTrack,-5949.563655,-9625.179804,487.6912392,2852.176128,27
29741,07:30.2,0 days 01:21:43.913000,63,655.6230573,0 days 00:01:02.563000,7093.300621,62.0499968,1,5.3875072,FALSE,pos,0.868904617,OnTrack,-5958,-9643,488,2854.192753,27
29742,07:30.3,0 days 01:21:44.036000,63,656.7505556,0 days 00:01:02.686000,7491,60,1,10,FALSE,car,0.869524773,OnTrack,-5968.571288,-9660.609509,487.8636394,2856.242753,27
29743,07:30.4,0 days 01:21:44.113000,63,657.5633354,0 days 00:01:02.763000,7520.975075,60.55000137,1,11.10000274,FALSE,pos,0.869919434,OnTrack,-5976,-9671,488,2857.53785,27
29744,07:30.6,0 days 01:21:44.313000,63,659.6744465,0 days 00:01:02.963000,7598.832218,61.9785728,1,13.9571456,FALSE,pos,0.870977872,OnTrack,-6000,-9696,490,2860.981104,27
29745,07:30.6,0 days 01:21:44.316000,63,659.7061111,0 days 00:01:02.966000,7600,62,1,14,FALSE,car,0.8709943,OnTrack,-6000.480933,-9696.367403,490.036706,2861.032771,27
29746,07:30.9,0 days 01:21:44.636000,63,663.1727778,0 days 00:01:03.286000,8366,68,1,35,FALSE,car,0.872836288,OnTrack,-6066.132314,-9731.774953,493.8539105,2867.077215,27
29747,07:31.0,0 days 01:21:44.653000,63,663.3758356,0 days 00:01:03.303000,8439.761944,68.28333653,1,35.75556409,FALSE,pos,0.872937985,OnTrack,-6069,-9733,494,2867.399664,27
29748,07:31.3,0 days 01:21:44.953000,63,666.959169,0 days 00:01:03.603000,9741.428611,73.28333653,1,49.08889742,FALSE,pos,0.874805095,OnTrack,-6109,-9745,496,2873.506609,27
29749,07:31.3,0 days 01:21:44.996000,63,667.4727778,0 days 00:01:03.646000,9928,74,1,51,FALSE,car,0.875091369,OnTrack,-6117.190688,-9747.010663,496.4792929,2874.390498,27
29750,07:31.4,0 days 01:21:45.113000,63,668.6427797,0 days 00:01:03.763000,10556.04032,79.01429394,1,58.52144091,FALSE,pos,0.875898452,OnTrack,-6143,-9753,498,2876.958462,27
29751,07:31.6,0 days 01:21:45.276000,63,670.2727778,0 days 00:01:03.926000,11431,86,1,69,FALSE,car,0.877129746,OnTrack,-6180.138354,-9759.274468,499.8920518,2880.852351,27
29752,07:31.7,0 days 01:21:45.433000,63,671.2758341,0 days 00:01:04.083000,11545.7158,95.00499423,1,69.78304298,FALSE,pos,0.878488388,OnTrack,-6227,-9764,502,2884.995625,27
29753,07:32.0,0 days 01:21:45.653000,63,672.681389,0 days 00:01:04.303000,11706.46385,107.6234421,1,70.88029931,FALSE,pos,0.88059491,OnTrack,-6318,-9770,506,2891.572613,27
29754,07:32.0,0 days 01:21:45.677000,63,672.8347222,0 days 00:01:04.327000,11724,109,1,71,FALSE,car,0.880829721,OnTrack,-6326.84435,-9770.497894,506.3987622,2892.299279,27
29755,07:32.1,0 days 01:21:45.837000,63,673.7236111,0 days 00:01:04.487000,10604,117,2,72,TRUE,car,0.882414372,OnTrack,-6375.186452,-9772.826413,508.6672259,2897.499279,27
29756,07:32.3,0 days 01:21:45.997000,63,674.8791667,0 days 00:01:04.647000,9484,116,2,0,TRUE,car,0.88398548,OnTrack,-6410.517685,-9773.508521,510.4310123,2902.654835,27
29757,07:32.4,0 days 01:21:46.133000,63,676.6547222,0 days 00:01:04.783000,9779.233333,106.9333333,2,0,TRUE,pos,0.885166705,OnTrack,-6445,-9773,512,2906.694539,27
29758,07:32.5,0 days 01:21:46.237000,63,678.0125,0 days 00:01:04.887000,10005,100,2,0,TRUE,car,0.886017084,OnTrack,-6474.837852,-9771.935133,513.2715423,2909.583428,27
29759,07:32.6,0 days 01:21:46.293000,63,678.8836111,0 days 00:01:04.943000,10198.2,98.6,2,0,TRUE,pos,0.886472847,OnTrack,-6491,-9771,514,2911.117205,27
29760,07:32.7,0 days 01:21:46.437000,63,681.1236111,0 days 00:01:05.087000,10695,95,1,0,TRUE,car,0.887625438,OnTrack,-6530.459605,-9767.246109,516.0288164,2914.917205,27
29761,07:32.8,0 days 01:21:46.513000,63,682.6013889,0 days 00:01:05.163000,10505,93.3375,1,0.7125,TRUE,pos,0.888210125,OnTrack,-6550,-9765,517,2916.887664,27
29762,07:33.0,0 days 01:21:46.693000,63,686.1013889,0 days 00:01:05.343000,10055,89.4,1,2.4,TRUE,pos,0.889540031,OnTrack,-6596,-9758,519,2921.357664,27
29763,07:33.1,0 days 01:21:46.757000,63,687.3458333,0 days 00:01:05.407000,9895,88,1,3,TRUE,car,0.890009187,OnTrack,-6616.434189,-9752.604882,520.0043709,2922.922108,27
29764,07:33.3,0 days 01:21:46.973000,63,691.9658333,0 days 00:01:05.623000,10001.45714,86.45714286,1,9.942857143,TRUE,pos,0.891588503,OnTrack,-6686,-9729,523,2928.109537,27
29765,07:33.3,0 days 01:21:47.037000,63,693.3347222,0 days 00:01:05.687000,10033,86,1,12,FALSE,car,0.892047564,OnTrack,-6696.253356,-9724.900862,522.7249307,2929.638426,27
29766,07:33.5,0 days 01:21:47.213000,63,697.4413889,0 days 00:01:05.863000,9664.866667,83.8,1,9.066666667,FALSE,pos,0.893282937,OnTrack,-6709,-9715,520,2933.735314,27
29767,07:33.6,0 days 01:21:47.277000,63,698.9347222,0 days 00:01:05.927000,9531,83,1,8,FALSE,car,0.893733795,OnTrack,-6716.160207,-9707.410102,519.0280039,2935.21087,27
29768,07:33.8,0 days 01:21:47.517000,63,704.6013889,0 days 00:01:06.167000,10090,85,1,28,FALSE,car,0.895460659,OnTrack,-6754.754528,-9661.146191,515.8777465,2940.877537,27
29769,07:33.9,0 days 01:21:47.593000,63,706.3958333,0 days 00:01:06.243000,10349.35,85.95,1,35.125,FALSE,pos,0.896015976,OnTrack,-6765,-9645,515,2942.692037,27
29770,07:34.0,0 days 01:21:47.677000,63,708.3791667,0 days 00:01:06.327000,10636,87,1,43,FALSE,car,0.89663899,OnTrack,-6774.100857,-9627.151621,514.0886956,2944.722037,27
29771,07:34.2,0 days 01:21:47.877000,63,713.1013889,0 days 00:01:06.527000,11382,91,1,56,FALSE,car,0.898179623,OnTrack,-6788.940402,-9582.854281,512.1444203,2949.777592,27
29772,07:34.2,0 days 01:21:47.893000,63,713.4613891,0 days 00:01:06.543000,11417.66146,91.35109739,1,56.75235155,FALSE,pos,0.898305248,OnTrack,-6790,-9579,512,2950.183597,27
29773,07:34.5,0 days 01:21:48.173000,63,719.7613929,0 days 00:01:06.823000,12041.73707,97.49530172,1,69.91850368,FALSE,pos,0.900614245,OnTrack,-6807,-9504,510,2957.766565,27
29774,07:34.5,0 days 01:21:48.196000,63,720.2788889,0 days 00:01:06.846000,12093,98,1,71,FALSE,car,0.900825957,OnTrack,-6808.327639,-9497.342559,509.9314463,2958.392676,27
29775,07:34.7,0 days 01:21:48.433000,63,724.0972253,0 days 00:01:07.083000,12010.04993,113.997513,1,79.8875072,FALSE,pos,0.903249549,OnTrack,-6823,-9425,509,2965.897512,27
29776,07:34.9,0 days 01:21:48.553000,63,726.0305586,0 days 00:01:07.203000,11968.04993,122.097513,1,84.3875072,FALSE,pos,0.904576876,OnTrack,-6833,-9386,507,2969.967429,27
29777,07:34.9,0 days 01:21:48.596000,63,726.7233333,0 days 00:01:07.246000,11953,125,2,86,FALSE,car,0.905058467,OnTrack,-6836.848186,-9371.712777,506.7127663,2971.460485,27
29778,07:35.0,0 days 01:21:48.734000,63,728.6016684,0 days 00:01:07.384000,11710.11977,132.590007,2,95.66000896,FALSE,pos,0.906628366,OnTrack,-6851,-9325,507,2976.543102,27
29779,07:35.1,0 days 01:21:48.796000,63,729.4455556,0 days 00:01:07.446000,11601,136,2,100,FALSE,car,0.907360952,OnTrack,-6859.205395,-9303.756458,506.8408104,2978.885324,27
29780,07:35.2,0 days 01:21:48.934000,63,730.9405569,0 days 00:01:07.584000,11191.13962,144.9700083,2,100,FALSE,pos,0.909073969,OnTrack,-6882,-9255,506,2984.442508,27
29781,07:35.3,0 days 01:21:48.996000,63,731.6122222,0 days 00:01:07.646000,11007,149,3,100,FALSE,car,0.909883527,OnTrack,-6894.367652,-9231.741448,505.7150079,2987.008619,27
29782,07:35.5,0 days 01:21:49.154000,63,732.6655564,0 days 00:01:07.804000,11432.94201,160.1916757,3,100,FALSE,pos,0.912063098,OnTrack,-6928,-9174,505,2994.039254,27
29783,07:35.5,0 days 01:21:49.236000,63,733.2122222,0 days 00:01:07.886000,11654,166,3,100,FALSE,car,0.913255991,OnTrack,-6942.931608,-9150.185786,504.3211222,2997.820365,27
29784,07:35.8,0 days 01:21:49.454000,63,733.5755558,0 days 00:01:08.104000,11352.268,175.9090967,3,100,FALSE,pos,0.916623246,OnTrack,-7007,-9057,503,3008.472638,27
29785,07:35.9,0 days 01:21:49.574000,63,733.7755558,0 days 00:01:08.224000,11186.1771,181.3636422,3,100,FALSE,pos,0.918551924,OnTrack,-7083,-8947,504,3014.518093,27
29786,07:36.0,0 days 01:21:49.676000,63,733.9455556,0 days 00:01:08.326000,11045,186,4,100,FALSE,car,0.920183762,OnTrack,-7119.913916,-8893.419673,504.4585867,3019.788093,27
29787,07:36.1,0 days 01:21:49.836000,63,734.0788889,0 days 00:01:08.486000,11488,190,4,100,FALSE,car,0.922757128,OnTrack,-7128.245024,-8877.796064,504.2110689,3028.232537,27
29788,07:36.2,0 days 01:21:49.914000,63,733.6672215,0 days 00:01:08.564000,11322.60427,193.7227334,4,100,FALSE,pos,0.924072035,OnTrack,-7138,-8856,504,3032.429863,27
29789,07:36.6,0 days 01:21:50.273000,63,731.772499,0 days 00:01:08.923000,10561.36096,210.8568273,4,100,FALSE,pos,0.930561149,OnTrack,-7242,-8630,503,3053.456974,27
29790,07:36.6,0 days 01:21:50.276000,63,731.7566667,0 days 00:01:08.926000,10555,211,5,100,FALSE,car,0.930616051,OnTrack,-7242.708022,-8628.376674,502.9955591,3053.632808,27
29791,07:36.8,0 days 01:21:50.516000,63,729.8233333,0 days 00:01:09.166000,11065,217,5,100,FALSE,car,0.935024633,OnTrack,-7278.896038,-8535.076097,502.9351342,3068.099474,27
29792,07:37.0,0 days 01:21:50.653000,63,728.3772202,0 days 00:01:09.303000,11281.34614,220.4250048,5,100,FALSE,pos,0.937588806,OnTrack,-7303,-8459,503,3076.48787,27
29793,07:37.1,0 days 01:21:50.756000,63,727.29,0 days 00:01:09.406000,11444,223,5,100,FALSE,car,0.939555111,OnTrack,-7329.826993,-8372.820559,503.0433889,3082.868148,27
29794,07:37.2,0 days 01:21:50.913000,63,725.1094418,0 days 00:01:09.563000,11634.75523,230.0650086,5,100,FALSE,pos,0.942628573,OnTrack,-7374,-8229,503,3092.901539,27
29795,07:37.3,0 days 01:21:50.956000,63,724.5122222,0 days 00:01:09.606000,11687,232,5,100,FALSE,car,0.943482879,OnTrack,-7383.612616,-8197.123266,502.9362193,3095.67265,27
29796,07:37.6,0 days 01:21:51.276000,63,719.09,0 days 00:01:09.926000,10666,239,6,100,FALSE,car,0.949956926,OnTrack,-7432.444644,-8025.071455,502.0599021,3116.917094,27
29797,07:37.6,0 days 01:21:51.313000,63,718.4116631,0 days 00:01:09.963000,10715.48776,239.4625024,6,100,FALSE,pos,0.950710797,OnTrack,-7439,-8001,502,3119.378237,27
29798,07:37.7,0 days 01:21:51.436000,63,716.1566667,0 days 00:01:10.086000,10880,241,6,100,FALSE,car,0.953221037,OnTrack,-7464.166613,-7908.048399,501.9129845,3127.612403,27
29799,07:37.9,0 days 01:21:51.596000,63,713.0011111,0 days 00:01:10.246000,10979,243,6,100,FALSE,car,0.956512236,OnTrack,-7499.71172,-7775.683672,501.9783148,3138.412403,27
29800,07:38.0,0 days 01:21:51.653000,63,711.68694,0 days 00:01:10.303000,11010.82511,244.5833387,6,100,FALSE,pos,0.957707398,OnTrack,-7510,-7737,502,3142.284973,27
29801,07:38.3,0 days 01:21:51.956000,63,704.7011111,0 days 00:01:10.606000,11180,253,6,100,FALSE,car,0.964222175,OnTrack,-7543.46915,-7605.330658,502.0505785,3163.57914,27
29802,07:38.4,0 days 01:21:52.093000,63,701.314166,0 days 00:01:10.743000,11325.50935,254.7018637,6,100,FALSE,pos,0.967177473,OnTrack,-7559,-7533,502,3173.27196,27
29803,07:38.4,0 days 01:21:52.117000,63,700.7208333,0 days 00:01:10.767000,11351,255,6,100,FALSE,car,0.967697489,OnTrack,-7562.237971,-7517.332015,501.9849028,3174.97196,27
29804,07:38.6,0 days 01:21:52.253000,63,697.0941667,0 days 00:01:10.903000,11420.02,256.7,6,100,FALSE,pos,0.970664047,OnTrack,-7582,-7419,502,3184.669516,27
29805,07:38.8,0 days 01:21:52.513000,63,690.1608333,0 days 00:01:11.163000,11551.97,259.95,6,100,FALSE,pos,0.976412153,OnTrack,-7614,-7218,503,3203.443683,27
29806,07:38.8,0 days 01:21:52.517000,63,690.0541667,0 days 00:01:11.167000,11554,260,6,100,FALSE,car,0.976501108,OnTrack,-7614.534782,-7213.21553,502.9927639,3203.732572,27
29807,07:39.0,0 days 01:21:52.693000,63,684.9697222,0 days 00:01:11.343000,11752,262.9333333,6,100,FALSE,pos,0.980429696,OnTrack,-7638,-6971,502,3216.58709,27
29808,07:39.1,0 days 01:21:52.757000,63,683.1208333,0 days 00:01:11.407000,11824,264,6,100,FALSE,car,0.981864544,OnTrack,-7643.484677,-6910.161067,501.7747987,3221.280423,27
29809,07:39.3,0 days 01:21:52.957000,63,677.0097222,0 days 00:01:11.607000,11864,266,6,100,FALSE,car,0.986367934,OnTrack,-7648.703909,-6839.436338,501.9001737,3236.058201,27
29810,07:39.4,0 days 01:21:53.073000,63,673.2075,0 days 00:01:11.723000,11893,266.6444444,6,100,FALSE,pos,0.988992434,OnTrack,-7651,-6798,502,3244.650078,27
29811,07:39.6,0 days 01:21:53.317000,63,665.2097222,0 days 00:01:11.967000,11954,268,6,100,FALSE,car,0.994534984,OnTrack,-7660.997903,-6632.329744,501.9414169,3262.814522,27
29812,07:39.7,0 days 01:21:53.353000,63,665.2097222,0 days 00:01:12.003000,11915.6,268.15,6,100,FALSE,pos,0.995353952,OnTrack,-7663,-6599,502,3265.496022,27
29813,07:39.7,0 days 01:21:53.401000,63,665.2097222,0 days 00:01:12.051000,11864.4,268.35,6,100,FALSE,interpolation,0.996446332,OnTrack,-7665.867347,-6551.03219,502.1237837,3269.074022,27